cod_art;ref_prove;des_art;cod_cat;descrip;Cats;Fabricante;precio_v;p.Activo;ruta_img;SHOW_PRICE;codigo
900207;;JONTEC BARNIZ (UNIDAD 5 LITROS);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;58,43;1;C:\SALIDA\img\900207.JPG;0;196
900208;7513160;TASKI JONTEC EXTRA W668 (5L);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;40,69;1;C:\SALIDA\img\900208.png;0;196
900212;7512349;TASKI JONTEC RESTORE W668  (5L.);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;37,225;1;C:\SALIDA\img\900212.png;0;194
900214;;SOFT CARE MANUSEL (UNIDAD 5 L);240;JABONES INDUSTRIALES;0,111,240;DIVERSEY ESPAÑA, S.L.;13,01;1;;0;240
900219;7513191;JONTEC CLASSIC NORMAL (5KG);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;18,38;1;C:\SALIDA\img\900219.JPG;0;196
900224;7522273;CLAX SOFT FRESH 5CL1 (UNIDAD 5L.);230;SUAVIZANTES;0,110,230;DIVERSEY ESPAÑA, S.L.;10,89;1;;0;230
900225;7508229;SUMA LIGHT D1.2 (UNIDAD 5L.);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;9,065;1;;0;182
900226;7513038;TASKI ENERGY (UNIDAD 5L.);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;13,18;1;C:\SALIDA\img\900226.JPG;0;194
900227;7508233;SUMA MULTI D2 (UNIDAD 5L.);187;OTROS QUIMICOS COCINAS;0,106,187;DIVERSEY ESPAÑA, S.L.;24,97;1;C:\SALIDA\img\900227.JPG;0;187
900230;100887637;SUMA CHLORSAN D10.4 (5L);;;;DIVERSEY ESPAÑA, S.L.;14,16;1;C:\SALIDA\img\900230.JPG;0;
900231;7515279;SUMA LIGHT D1.2 (UNIDAD 1,5L.);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;2,93;1;;0;182
900232;7512360;TASKI VISION STAR ( 5L);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;39,88;1;C:\SALIDA\img\900232.jpg;0;196
900233;7515321;SUN PROF VAJILLAS MANUAL (UNIDAD 1,5L.);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;2,25;1;C:\SALIDA\img\900233.JPG;0;182
900234;7512956;TASKI JONTEC COMBI W341 (5L);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;27,545;1;C:\SALIDA\img\900234.jpg;0;194
900235;7516738;SUMA CHLOR D4.4 (UNIDAD 5L.);;;;DIVERSEY ESPAÑA, S.L.;11,495;1;C:\SALIDA\img\900235.JPG;0;
900237;100837936;SUMA ACISAN D5.6 W1779 (5L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;29,12;1;C:\SALIDA\img\900237.JPG;0;183
900238;7512993;DI TP 16 (UNIDAD 5L.);208;MULTIUSOS;0,109,208;DIVERSEY ESPAÑA, S.L.;6,91;1;;0;208
900240;100863401;ROOM CARE R6 (UNIDAD 750ML.);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;4,31;1;C:\SALIDA\img\900240.JPG;0;214
900241;;CLAX 6FL1 (DIVERCID 6F) (UNIDAD 5L.);228;NEUTRALIZANTES;0,110,228;DIVERSEY ESPAÑA, S.L.;35,82;1;;0;228
900243;7513194;JONTEC MATT (UNIDAD);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;46,89;1;C:\SALIDA\img\900243.png;0;196
900244;7514752;OMNISPRAY (5L);;;;DIVERSEY ESPAÑA, S.L.;26,22;1;;0;
900245;100887128;SUMA MULT DESINFECTANTE D10(SUMA BAC)(5L.);186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;32,68;1;C:\SALIDA\img\900245.JPG;0;186
900249;100866806;TASKI SANI GEL ( UNIDAD 1L.);203;LIMPIEZA GENERAL BAÑOS;0,108,203;DIVERSEY ESPAÑA, S.L.;5,81;1;C:\SALIDA\img\900249.jpg;0;203
900252;7515299;DI TP 16 (1.5L);208;MULTIUSOS;0,109,208;DIVERSEY ESPAÑA, S.L.;2,676;1;;0;208
900255;7509567;CLAX ELEGANT 3CL2 (5L);;;;DIVERSEY ESPAÑA, S.L.;37,75;1;C:\SALIDA\img\900255.JPG;0;
900260;7512093;SUMA MULTI CONC D2 CONC (UNIDAD 1,5L.);;;;DIVERSEY ESPAÑA, S.L.;49,14;1;C:\SALIDA\img\900260.jpg;0;
900265;7509666;ROOM CARE R5 (UNIDAD 750ML.);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;12,73;1;C:\SALIDA\img\900265.JPG;0;214
900270;7515277;OPTIMUM ULTRA EXTRAHIGIENE (UNIDAD 1,5L.);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;5,902;1;C:\SALIDA\img\900270.JPG;0;182
900275;7509906;MIMOSIN PROF CONCENTRADO (CONC ORIGINAL)(5;;;;DIVERSEY ESPAÑA, S.L.;19,52;1;;0;
900276;7510506;MIMOSIN PROF. CARICIAS (PURE) (UNIDAD 5L.);;;;DIVERSEY ESPAÑA, S.L.;11,065;1;;0;
900278;7515856;SANI DES (UNIDAD 5L);;;;DIVERSEY ESPAÑA, S.L.;23,575;1;;0;
900280;7512309;TASKI JONTEC BEST (5L);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;27,855;1;C:\SALIDA\img\900280.JPG;0;194
900285;100839687;DI ACTIVAL (UNIDAD 5L.);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;34,18;1;C:\SALIDA\img\900285.JPG;0;194
900287;7518518;SOFT CARE SENSATIONS BRACKET KIT 1PC;239;GAMA SOFT CARE SENSATIONS;0,111,239;DIVERSEY ESPAÑA, S.L.;14,57;1;;0;239
900288;7518149;SC SENSATIONS ST.COVER BLANCO 1PC WE;239;GAMA SOFT CARE SENSATIONS;0,111,239;DIVERSEY ESPAÑA, S.L.;12,07;1;;0;239
900290;7515072;JD SPRINT 200 CONC (UNIDAD 1L.);213;GAMA EXACT;0,109,213;DIVERSEY ESPAÑA, S.L.;16,27;1;;0;213
900295;7515067;JD SANI 100 CONC (UNIDAD 1L.);213;GAMA EXACT;0,109,213;DIVERSEY ESPAÑA, S.L.;15,36;1;C:\SALIDA\img\900295.JPG;0;213
900296;;JON - WAX INCOLORO (UNIDAD 5 L);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;51,075;1;C:\SALIDA\img\900296.JPG;0;196
900300;;TASKI JONTEC 300 CONC 1L Db W1105;213;GAMA EXACT;0,109,213;DIVERSEY ESPAÑA, S.L.;12,49;1;C:\SALIDA\img\900300.JPG;0;213
900310;7509663;ROOM CARE R4 (UNIDAD 750ML.);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;7,72;1;C:\SALIDA\img\900310.JPG;0;214
900315;7516886;ATTACK PLUS (5L);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;31,87;1;C:\SALIDA\img\900315.jpg;0;194
900316;7512882;TASKI SPRINT FLOWER (5L) W668;194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;39,8;1;C:\SALIDA\img\900316.jpg;0;194
900317;7508546;SUN PROF ABRILLANTADOR 5L;176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;11,98;1;;0;176
900319;1008631120;SUMA CHLORCLEAN CONC D10.44 5L;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
900321;7514151;SUMA TAB D4 TAB 300PC;186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;34,75;1;;0;186
900329;411310;SUPER TAPI QUITAMANCHAS (UNI.750ML);200;MOQUETAS;0,107,200;DIVERSEY ESPAÑA, S.L.;5,04;1;C:\SALIDA\img\900329.jpg;0;200
900350;100846051;TERRANOVA ( UNIDAD 5 L);198;CRISTALIZADORES;0,107,198;DIVERSEY ESPAÑA, S.L.;33,88;1;C:\SALIDA\img\900350.JPG;0;198
900355;7513169;TASKI CARRARE (5L);198;CRISTALIZADORES;0,107,198;DIVERSEY ESPAÑA, S.L.;37,33;1;C:\SALIDA\img\900355.jpg;0;198
900380;7509679;ROOM CARE R5 PLUS (UNIDAD 1,5L.);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;99,47;1;C:\SALIDA\img\900380.JPG;0;214
900385;100857609;ROOM CARE R1 PLUS (UNIDAD 1,5L.);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;73,53;1;C:\SALIDA\img\900385.JPG;0;214
900390;7522316;ROOM CARE R2 PLUS (1,5L);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;38,35;1;C:\SALIDA\img\900390.jpg;0;214
900395;7509674;ROOM CARE R3 PLUS (1,5L);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;99,95;1;C:\SALIDA\img\900395.JPG;0;214
900397;7515309;DI GRAFFITI E (1L);170;OTROS QUIMICOS;0,105,170;DIVERSEY ESPAÑA, S.L.;33,74;1;;0;170
900401;;SOFT CARE FRESKOGEL ( UNIDAD DE 5L);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;24,6;1;C:\SALIDA\img\900401.JPG;0;233
900404;7515300;SANI TRIFORCE (UNIDAD);;;;DIVERSEY ESPAÑA, S.L.;7,055;1;;0;
900406;7519547;SOFT CARE LUX 2 EN 1 H68 (300ML.)CHAMPU Y;238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;6,35;1;;0;238
900407;;BRILLO ULTRA EXTRAHIGIENE (5L);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;18,545;1;;0;182
900408;6966900;SOFT CARE DOVE CREAM WASH H2 (300ML.);238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;7,0875;1;C:\SALIDA\img\900408.gif;0;238
900409;7508226;SUMA STAR D1 (5L);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;17,29;1;C:\SALIDA\img\900409.JPG;0;182
900410;7515154;SUMA ULTRA L2 (UNIDAD 5L.);182;LAVADO MANUAL;0,106,182;DIVERSEY ESPAÑA, S.L.;19,91;1;C:\SALIDA\img\900410.png;0;182
900412;7519456;SOFT CARE LUX HAND SOAP H28 (UNIDAD 0,3L.);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;6,145;1;;0;237
900414;100847115;SUN PROF. LAVAVASOS (2L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;7,19;1;;0;175
900415;6973020;SOFT CARE SILK H200 (UNIDAD 5L.);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;18,16;1;;0;233
900417;7010157;SUMA GRILL D9 (5L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;32,25;1;C:\SALIDA\img\900417.JPG;0;183
900419;7508266;SUMA GRILL D9 (UNIDAD 2L.);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;11,806;1;C:\SALIDA\img\900419.JPG;0;183
900420;7515116;SOFT CARE PLUS H400 (UNIDAD 5L.);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;30,72;1;;0;233
900422;100854982;SOFT CARE SENSISEPT H34 (800ML);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;20,7716;1;;0;237
900423;6961200;SOFT CARE DOVE CREAM WASH H2 (800ML);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;11,376;1;;0;237
900425;7515661;CLAX 200 COLOR 24B1 (UNIDAD 5L.);;;;DIVERSEY ESPAÑA, S.L.;59,225;1;;0;
900427;7515115;SOFT CARE BAC H4 (800ML);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;11,916;1;;0;237
900428;7514368;SOFT CARE FOAM H2 (700ML);235;JABONES EN ESPUMA;0,111,235;DIVERSEY ESPAÑA, S.L.;9,915;1;;0;235
900430;7519332;SOFT CARE LUX 2 EN 1 H68 (800ML.);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;9,855;1;;0;237
900432;7508034;CIF PROF CREMA (2L);221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;9,936;1;;0;221
900435;6973000;SOFT CARE STAR H1 (UNIDAD 5L.);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;16,65;1;C:\SALIDA\img\900435.jpg;0;233
900437;7508210;SOFT CARE WASH H2 (0.5L);234;JABONES PELICANO;0,111,234;DIVERSEY ESPAÑA, S.L.;7,694;1;;0;234
900438;7508189;CIF PROF ANTICAL BAÑO (750ML);207;MARCAS PROFESIONALES BAÑOS;0,108,207;DIVERSEY ESPAÑA, S.L.;3,04;1;;0;207
900442;;SUMA QUITAGRASAS (5L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;22,63;1;;0;183
900444;6973080;SOFT CARE ALCOPLUS H500 (5L);238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;30,6;1;;0;238
900446;7511719;SOFT CARE SPORT H6 (5L);233;JABONES A GRANEL;0,111,233;DIVERSEY ESPAÑA, S.L.;26,13;1;;0;233
900450;6966800;SOFT CARE DOVE GEL DUCHA H61(UNIDAD 300ML.;238;LINEA SOFT CARE SELECT;0,111,238;DIVERSEY ESPAÑA, S.L.;7,4392;1;;0;238
900455;6960300;SOFT CARE FRESH H1 (UNIDAD 800ML.);237;LINEA SOFT CARE LINE;0,111,237;DIVERSEY ESPAÑA, S.L.;7,76;1;;0;237
900460;7517570;SUMA MAX D9.2 (2L);183;DESENGRASANTES;0,106,183;DIVERSEY ESPAÑA, S.L.;13,613;1;C:\SALIDA\img\900460.JPG;0;183
900465;7513052;TASKI SPRINT GLASS (5L.) S&MWe60;208;MULTIUSOS;0,109,208;DIVERSEY ESPAÑA, S.L.;13,54;1;C:\SALIDA\img\900465.jpg;0;208
900469;7517375;DI SPRINT ANTIBAC (5L) E;;;;DIVERSEY ESPAÑA, S.L.;22,31;1;;0;
900500;7518411;SUMA CHLORSAN HC D10.4  (5L);187;OTROS QUIMICOS COCINAS;0,106,187;DIVERSEY ESPAÑA, S.L.;14,155;1;;0;187
900501;7512821;TASKI SANI CID CON 1L Db;203;LIMPIEZA GENERAL BAÑOS;0,108,203;DIVERSEY ESPAÑA, S.L.;14,41;1;;0;203
900506;7512357;TASKI JONTEC RESITOL (5L);;;;DIVERSEY ESPAÑA, S.L.;37,05;1;C:\SALIDA\img\900506.jpg;0;
900542;7517692;SUMA CAFFE (1L);187;OTROS QUIMICOS COCINAS;0,106,187;DIVERSEY ESPAÑA, S.L.;21,28;1;;0;187
900543;606855;RAID MAX CUCAS Y HORMIGAS 300ML;169;INSECTICIDAS;0,105,169;DIVERSEY ESPAÑA, S.L.;7,6275;1;;0;169
900544;7513601;JD SANI BLOC 1PC S&M WE 27;205;ESPECIALIDADES BAÑOS;0,108,205;DIVERSEY ESPAÑA, S.L.;0;1;;0;205
900547;7513959;BOTELLA PULVERIZADORA 0,5L SANI 100 1PC;280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;0;1;;0;280
900548;7513961;BOTELLA PULVERIZADORA 0.5L SPRINT 200 PC;280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;0;1;;0;280
900555;165890;BRILLO SILVER QUICK (UNIDAD 5 KG);184;REMOJO Y RECUPERACION;0,106,184;DIVERSEY ESPAÑA, S.L.;12,29;1;;0;184
900558;100835365;TASKI JONTEC REGRASS 5L;194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;13,44;1;C:\SALIDA\img\900558.jpg;0;194
900560;7513553;SUMA INOX D7 (UNIDAD 750ML.);211;LIMPIAMETALES;0,109,211;DIVERSEY ESPAÑA, S.L.;8,085;1;C:\SALIDA\img\900560.JPG;0;211
900565;7511842;SUMA ICE D2.9 (5L);;;;DIVERSEY ESPAÑA, S.L.;73,18;1;C:\SALIDA\img\900565.JPG;0;
900595;100862178;SUMA BREAK UP D3,5 (5L);;;;DIVERSEY ESPAÑA, S.L.;27,009;1;;0;
900611;100835365;JONTEC STRIDE 2000 (5 L);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;21,02;1;C:\SALIDA\img\900611.jpg;0;194
900612;;JONTEC STRIDE 1000 (5L);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;12,46;1;;0;194
900615;7512925;TASKI JONTEC 300 S&MWe ((5L);194;LIMPIADORES MANTENEDORES;0,107,194;DIVERSEY ESPAÑA, S.L.;18,25;1;C:\SALIDA\img\900615.JPG;0;194
900636;628949;RAID MOSCAS Y MOSQUITOS (600ML);169;INSECTICIDAS;0,105,169;DIVERSEY ESPAÑA, S.L.;7,6275;1;;0;169
900651;100856436;CIF PROF POWER CLEANER DEGREASER CONC (5L);;;;DIVERSEY ESPAÑA, S.L.;10,54;1;;0;
900654;100843456;SANI DRASTIC ( 1L.);203;LIMPIEZA GENERAL BAÑOS;0,108,203;DIVERSEY ESPAÑA, S.L.;5,43;1;C:\SALIDA\img\900654.jpg;0;203
900660;7514537;CLAX REVOFLOW PRO 35X1 4KG;231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;49,5366;1;;0;231
900661;7515440;CLAX REVOFLOW ALC 10X1 4KG;231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;39,91;1;;0;231
900662;7517647;CLAX REVOFLOW ENZI 20X1 4KG;231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;60,5033;1;;0;231
900663;7514544;CLAX REVOFLOW CLOR 42X1 4KG;231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;64,1666;1;;0;231
900666;7516280;SUMA SPECIAL PUR-ECO L4 (UNIDAD 5L);178;GAMA PUR ECO LAVADO;0,106,178;DIVERSEY ESPAÑA, S.L.;33,475;1;;0;178
900670;7515243;SANI CALC PUR-ECO (UNIDAD 1L);180;GAMA PUR ECO HIGIENE;0,106,180;DIVERSEY ESPAÑA, S.L.;7,07;1;C:\SALIDA\img\900670.jpg;0;180
900675;7513254;TASKI SANI CALC (5L.) S&MWe60;181;DESINCRUSTANTES;0,106,181;DIVERSEY ESPAÑA, S.L.;29,87;1;C:\SALIDA\img\900675.JPG;0;181
900690;100861561;TASKI SANI ACTIVO ( UNIDAD DE 5 L);203;LIMPIEZA GENERAL BAÑOS;0,108,203;DIVERSEY ESPAÑA, S.L.;20,835;1;;0;203
900692;7518548;DI EMEREL BACTERICIDA (5 L);;;;DIVERSEY ESPAÑA, S.L.;28,16;1;;0;
900695;4518617;SUMA BAC CONC D10 (UNIDAD 1,5KG.);189;SISTEMA DIVERMITE-COCINAS;0,106,189;DIVERSEY ESPAÑA, S.L.;50,96;1;C:\SALIDA\img\900695.JPG;0;189
900696;7517556;SUMA BAC D10 (1,4);189;SISTEMA DIVERMITE-COCINAS;0,106,189;DIVERSEY ESPAÑA, S.L.;29,75;1;;0;189
900698;7519367;TASKI SANI URIBLOC 50U);205;ESPECIALIDADES BAÑOS;0,108,205;DIVERSEY ESPAÑA, S.L.;35,11;1;C:\SALIDA\img\900698.JPG;0;205
900700;7522315;ROOM CARE R2 (UNIDAD 750ML.);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;5,36;1;C:\SALIDA\img\900700.jpg;0;214
900711;407110;OPTIMUM GRILL BRILLO (500 ML);185;LIMPIEZA HORNOS;0,106,185;DIVERSEY ESPAÑA, S.L.;4,785;1;C:\SALIDA\img\900711.JPG;0;185
900715;7513282;TASKI SANI FLOW (UNIDAD 1L.);205;ESPECIALIDADES BAÑOS;0,108,205;DIVERSEY ESPAÑA, S.L.;7,65;1;C:\SALIDA\img\900715.JPG;0;205
900744;7513847;GOOD SENSE TOSCANE (BOTE 500ML);256;AMBIENTADORES EN AEROSOL;0,113,256;DIVERSEY ESPAÑA, S.L.;5,924;1;C:\SALIDA\img\900744.jpg;0;256
900745;7513849;GOOD SENSE MAGNOLIA MIMOSA (UNIDAD);256;AMBIENTADORES EN AEROSOL;0,113,256;DIVERSEY ESPAÑA, S.L.;5,92;1;C:\SALIDA\img\900745.JPG;0;256
900754;412680;GLADE SPRING (BOTE 500ML);256;AMBIENTADORES EN AEROSOL;0,113,256;DIVERSEY ESPAÑA, S.L.;2,58;1;;0;256
900755;7513818;GOOD SENSE TOSCANE (5 LITROS);258;LIMPIADORES AMBIENTADORES;0,113,258;DIVERSEY ESPAÑA, S.L.;25,81;1;C:\SALIDA\img\900755.jpg;0;258
900759;7513846;GOOD SENSE MANDARINE (BOTE 500ML);256;AMBIENTADORES EN AEROSOL;0,113,256;DIVERSEY ESPAÑA, S.L.;5,92;1;C:\SALIDA\img\900759.JPG;0;256
900761;7513848;GOOD SENSE MARINE (BOTE 500ML);256;AMBIENTADORES EN AEROSOL;0,113,256;DIVERSEY ESPAÑA, S.L.;5,924;1;C:\SALIDA\img\900761.JPG;0;256
900780;7513338;TASKI TAPI SPOTEX 1 (0.5L);200;MOQUETAS;0,107,200;DIVERSEY ESPAÑA, S.L.;9,96;1;C:\SALIDA\img\900780.JPG;0;200
900785;7513333;TASKI TAPI SPOTEX 2  W2065L(UNIDAD 750ML.);200;MOQUETAS;0,107,200;DIVERSEY ESPAÑA, S.L.;8,83;1;C:\SALIDA\img\900785.JPG;0;200
900800;7513206;TASKI TAPI EXTRACT (5L.);200;MOQUETAS;0,107,200;DIVERSEY ESPAÑA, S.L.;36,345;1;C:\SALIDA\img\900800.JPG;0;200
900801;7513212;TASKI TAPI SHAMPOO (5 LITROS);200;MOQUETAS;0,107,200;DIVERSEY ESPAÑA, S.L.;34,525;1;C:\SALIDA\img\900801.JPG;0;200
900805;7513215;TASKI TR 101 (UNIDAD 5L.);200;MOQUETAS;0,107,200;DIVERSEY ESPAÑA, S.L.;34,26;1;C:\SALIDA\img\900805.JPG;0;200
900807;7512372;TASKI TAPI GUM W1062 0.5L;200;MOQUETAS;0,107,200;DIVERSEY ESPAÑA, S.L.;13,81;1;C:\SALIDA\img\900807.JPG;0;200
900810;7512698;TASKI JONTEC PLAZA (5L);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;54,39;1;C:\SALIDA\img\900810.JPG;0;196
900812;7513193;JD TP 7 (5L);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;30,71;1;C:\SALIDA\img\900812.jpg;0;196
900814;7511538;PRONTO WOOD POLISH ( 0.4L);221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;4,8575;1;C:\SALIDA\img\900814.jpg;0;221
900815;7511537;PRONTO MULTISURFACE (400 ML);221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;5,1541;1;C:\SALIDA\img\900815.JPG;0;221
900817;7511535;PRONTO LIQUIDO WOOD CLEANER (5L);221;MARCAS PROFESIONALES LIMPIEZA;0,109,221;DIVERSEY ESPAÑA, S.L.;29,74;1;C:\SALIDA\img\900817.JPG;0;221
900819;7520060;TASKI SPRINT 200 PUR-ECO SD 1,4L W2;215;SISTEMA SMARTDOSE;0,109,215;DIVERSEY ESPAÑA, S.L.;31,76;1;;0;215
900824;100835440;SUMA DIP K1 (UNIDAD 5L.);;;;DIVERSEY ESPAÑA, S.L.;52,745;1;C:\SALIDA\img\900824.JPG;0;
900835;7513323;TASKI JONTEC LUNA W362 (5L);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;39,39;1;C:\SALIDA\img\900835.jpg;0;196
900855;;ROOM CARE R2 (5L);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;15,2;1;C:\SALIDA\img\900855.jpg;0;214
900865;7010160;SUMA RINSE A5 (5L);176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;34,695;1;C:\SALIDA\img\900865.jpg;0;176
900872;7010162;SUMA CRYSTAL A8 (UNIDAD 5L.);176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;42,745;1;C:\SALIDA\img\900872.JPG;0;176
900875;7509658;ROOM CARE R3 W1476 (UNIDAD 750ML.);214;GAMA ROOM CARE;0,109,214;DIVERSEY ESPAÑA, S.L.;4,448;1;;0;214
900880;7508337;SUMA UNISON MAXI G3 (UNIDAD 4,5KG);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;50,01;1;C:\SALIDA\img\900880.JPG;0;175
900881;7515512;SUMA REVOFLOW CLEAN P5 (1x4,5Kg);179;GAMA SUMA REVOFLOW;0,106,179;DIVERSEY ESPAÑA, S.L.;80,15;1;;0;179
900882;7517318;SUMA MULTI PURPOSE D2.3 (1x1,4);188;SISTEMA SMARTDOSE-COCINAS;0,106,188;DIVERSEY ESPAÑA, S.L.;27,06;1;;0;188
900883;7508349;SUMA UNISON CLAR A2 (4L);175;LAVADO AUTOMATICO;0,106,175;DIVERSEY ESPAÑA, S.L.;82,28;1;C:\SALIDA\img\900883.JPG;0;175
900884;7517494;SPRY BTL 0.75 SMARTDOSE 1PC;280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;2,64;1;;0;280
900885;7508347;SUMA UNISON BRITE A1 (UNIDAD 4L.);176;ABRILLANTADORES;0,106,176;DIVERSEY ESPAÑA, S.L.;57,4;1;C:\SALIDA\img\900885.JPG;0;176
900887;7518123;TASKI STANDARD DRY MOP 40  1PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;7,558;1;;0;291
900888;7518127;TASKI STANDAR DAMP MOP 40  1PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;5,7605;1;;0;291
900889;7517117;TASKI JM HYG. MICROMOP RED 40CM 1PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;0;1;;0;291
900891;7517114;TASKI JM HYG. ALLROUND MOP 40CM 1PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;18,04;1;;0;291
900892;7515399;TASKI JM PRO ALLROUND MOP 40CM 1PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;16,76;1;;0;291
900893;7508259;SUMA CALC D5 (5L);181;DESINCRUSTANTES;0,106,181;DIVERSEY ESPAÑA, S.L.;38;1;C:\SALIDA\img\900893.JPG;0;181
900895;7513050;TASKI SPRINT GLASS (750ML.) W667;208;MULTIUSOS;0,109,208;DIVERSEY ESPAÑA, S.L.;4,06;1;C:\SALIDA\img\900895.JPG;0;208
