cod_art;cod_artp;des_art;cod_cat;cat;familia;des_fam;nombre;precio_v;cod_pro;ACTIVO;ruta_img
7785;7521462;SUMA COMBI LA6 (20L);175;LAVADO AUTOMATICO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;100,15;400000001;1;
7790;100844159;SUMA COMBI LA2 (2X5L);175;LAVADO AUTOMATICO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;57,72;400000001;1;
7805;7010080;SUMA  SPECIAL L4 (20L);175;LAVADO AUTOMATICO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;93,8;400000001;1;C:\SALIDA\img\007805.JPG
7806;7516280;SUMA SPECIAL PUR-ECO L4 2x5L;178;GAMA PUR ECO LAVADO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;66,95;400000001;1;
7807;7516281;SUMA SPECIAL PUR-ECO L4 20L;178;GAMA PUR ECO LAVADO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;106;400000001;1;C:\SALIDA\img\007807.jpg
7810;7010006;SUMA STAR D1 20L;182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;63,55;400000001;1;C:\SALIDA\img\007810.JPG
7812;7508226;SUMA STAR D1 (2Ux5L);182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;34,59;400000001;1;C:\SALIDA\img\007812.JPG
7815;7010160;SUMA RINSE A5 2X5L;176;ABRILLANTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;69,39;400000001;1;C:\SALIDA\img\007815.jpg
7820;7512094;SUMA STAR-PLUS D1 PLUS 4X1,5L;189;SISTEMA DIVERMITE-COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;95,45;400000001;1;C:\SALIDA\img\007820.jpg
7825;7516438;SUMA CHLOR D4.4 2X5L;186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;22,99;400000001;1;C:\SALIDA\img\007825.JPG
7830;7516314;SUMA SCALE D5.2 2X5L;181;DESINCRUSTANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;46,31;400000001;1;C:\SALIDA\img\007830.JPG
7835;7508300;SUMA SPECIAL L4 2X5L;175;LAVADO AUTOMATICO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;59,42;400000001;1;C:\SALIDA\img\007835.JPG
7840;7514153;SUMA SOL D4.8 (10KG.) E;186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;108,4;400000001;1;C:\SALIDA\img\007840.JPG
7855;100862178;SUMA BREAK UP D3,5 2 X 5L W1605;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;54,018;400000001;1;
7945;7513947;SUMA GLASS PROTECT L44 (2U.X5L.);175;LAVADO AUTOMATICO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;55,19;400000001;1;
8505;7010131;SUMA RINSE A5 (20L.);176;ABRILLANTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;130,53;400000001;1;C:\SALIDA\img\008505.JPG
8510;7508347;SUMA UNISON BRITE A1 3X4L;176;ABRILLANTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;172,2;400000001;1;C:\SALIDA\img\008510.JPG
8520;7010142;SUMA CRYSTAL A8 (20L);176;ABRILLANTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;161,57;400000001;1;C:\SALIDA\img\008520.jpg
8523;7510155;SUMA SELECT A7 (10L.) Sp;176;ABRILLANTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;118,06;400000001;1;C:\SALIDA\img\008523.jpg
8525;7010162;SUMA CRYSTAL A8 (2U. X 5L.);176;ABRILLANTADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;85,49;400000001;1;C:\SALIDA\img\008525.JPG
8530;7508355;SUMA DIP K1 (20L);184;REMOJO Y RECUPERACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;199,12;400000001;1;C:\SALIDA\img\008530.JPG
8535;100835440;SUMA DIP K1 (2U. X 5L.);184;REMOJO Y RECUPERACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;105,49;400000001;1;C:\SALIDA\img\008535.JPG
8560;7511701;SUMA RINSE A5 (10L.) SP;190;SISTEMA SAFEPACK;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;88,33;400000001;1;
8565;7509854;SHURECLEAN PLUS VK9 2x5L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
8805;7518617;SUMA BAC-CONC D10 CONC (4 X 1,5KG);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;203,87;400000001;1;C:\SALIDA\img\008805.png
8810;7517127;SUMA STAT PLUS D1 BAC (4X1,5L);189;SISTEMA DIVERMITE-COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;118,54;400000001;1;C:\SALIDA\img\008810.JPG
8820;7512093;SUMA MULTI-CONC D2 CONC (4X1,5L);189;SISTEMA DIVERMITE-COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;196,56;400000001;1;C:\SALIDA\img\008820.jpg
8835;7511486;SUMA STAR CONC D1 (10L.) CONC Sp We;182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;159,77;400000001;1;C:\SALIDA\img\008835.jpg
8840;7510214;SUMA MULTI-CONC D2 CONC (20L);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;333,77;400000001;1;C:\SALIDA\img\008840.JPG
8845;7511487;SUMA MULTI CONC D2 CONC 10L. SP We;208;MULTIUSOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;162,51;400000001;1;C:\SALIDA\img\008845.jpg
8860;7510216;SUMA GRILL-CONC D9 CONC (20L);185;LIMPIEZA HORNOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;449,78;400000001;1;C:\SALIDA\img\008860.JPG
8865;7511489;SUMA GRILL CONC D9 (10L.)CONC  Sp S&Mwe;183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;209,61;400000001;1;C:\SALIDA\img\008865.jpg
8906;7515279;SUMA LIGHT D1.2 (10Ux1.5L);182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;29,3;400000001;1;
9005;7508229;SUMA LIGHT D1.2 (2U.X5L.);182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;18,13;400000001;1;C:\SALIDA\img\EU720009005.jpg
9015;7510272;JD ARTECLEAN VK40 (20L);187;OTROS QUIMICOS COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
9301;;OPTIMUM ULTRA (2x5L) EXTRA HIGIENE;182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;37,09;400000001;1;
9307;7515277;OPTIMUM ULTRA EXTRAHIGIENE (10U.X1,5L.);182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;59,02;400000001;1;
9320;7010011;SUMA LIGHT D1.2 (20L);182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;34,27;400000001;1;C:\SALIDA\img\009320.JPG
9323;7502020;TAP 20 L CAN 1PC;286;ACCESORIOS PARA DOSIFICACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;5,67;400000001;1;
9327;7520033;TASKI SANI 100 PUR-ECO 2X5L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;45,78;400000001;1;
9330;;SUMA SUMADISH P D180 (1SACX10KG);182;LAVADO MANUAL;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;24,21;400000001;1;
9333;7520037;TASKI SANI 100 PUR-ECO SD 1,4L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;46,87;400000001;1;
9335;7518862;TASKI SANI 4 IN 1 SD 1,4;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;52,78;400000001;1;
9336;7518857;BOTELLA PULVERIZADORA 0,5L SANI 4 IN 1 5PC;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;33,72;400000001;1;
9338;7520046;TASKI SANI CALC PUR-ECO QS 2X2.5L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;127,49;400000001;1;
9339;7520035;TASKI SANI 100 PUR-ECO QS 2X2.5L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;174,89;400000001;1;
9347;7521356;CLAX BUILD LITE 12A1 20L;;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;84,56;400000001;1;
9500;407110;OPTIMUM GRILL LIMPIA HORNOS (12UX500);185;LIMPIEZA HORNOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;57,42;400000001;1;C:\SALIDA\img\009500.JPG
9505;7010157;SUMA GRILL D9 (2 X 5L.);183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;64,5;400000001;1;C:\SALIDA\img\009505.JPG
9610;7508233;SUMA MULTI D2 (2X5L);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;49,95;400000001;1;C:\SALIDA\img\009610.JPG
9620;7010028;SUMA MULTI D2 (20L);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;81,33;400000001;1;C:\SALIDA\img\009620.JPG
9629;7511492;SUMA FORCE D3,5 (10L.) Sp We;183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,99;400000001;1;C:\SALIDA\img\009629.jpg
9630;7515225;SUMA DIFON D37 (1ENVX10KG);183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;39,52;400000001;1;
9635;7514151;SUMA TAB D4 TAB 4X300PC;186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;139;400000001;1;C:\SALIDA\img\009635.JPG
9640;7508260;SUMA CALC D5 (20L);181;DESINCRUSTANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;136,8;400000001;1;C:\SALIDA\img\009640.JPG
9643;;SUMA CALC D5 (2Ux5L);181;DESINCRUSTANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;73;400000001;1;C:\SALIDA\img\009643.JPG
9660;7513553;SUMA INOX D7 (6X0,75L);211;LIMPIAMETALES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;48,51;400000001;1;C:\SALIDA\img\009660.JPG
9661;;SUMA INOX CLASSIC D7 6X0.75L;211;LIMPIAMETALES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;53,36;400000001;1;
9665;7511842;SUMA ICE D2.9 (2U. X5L.);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;146,37;400000001;1;C:\SALIDA\img\009665.JPG
9675;;SUMA QUITAGRASAS (2U.X5L.);183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;45,25;400000001;1;
9685;7517692;SUMA CAFFE (2U.X1L.) DB;187;OTROS QUIMICOS COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;42,56;400000001;1;
9690;7010064;SUMA GRILL D9 (6X2L);183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,84;400000001;1;C:\SALIDA\img\009690.JPG
9705;;OPTIMUM QUITAGRASAS (20L);183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
9710;7517570;SUMA MAX D9,2 (6X2L);183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;81,68;400000001;1;C:\SALIDA\img\009710.JPG
9720;7513552;SUMA BAC D10 MULT DESINF 20L;186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;109,34;400000001;1;C:\SALIDA\img\009720.JPG
9725;7513887;SUMA BAC D10 (10L.) Sp;186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;78,16;400000001;1;C:\SALIDA\img\009725.jpg
9730;100887637;SUMA CHLORSAN D10,4 (2X5L);186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;28,32;400000001;1;C:\SALIDA\img\009730.JPG
9731;1008631120;SUMA CHLORCLEAN CONC D10.44 2X5L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
9745;7515595;SUMA DEGREASER PUR-ECO D3.9 (6Ux2L);178;GAMA PUR ECO LAVADO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;82,96;400000001;1;C:\SALIDA\img\009745.png
9755;7515594;SUMA STAR PUR-ECO D1 (2Ux5L);178;GAMA PUR ECO LAVADO;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;39,73;400000001;1;C:\SALIDA\img\009755.png
9765;7513282;TASKI SANI FLOW (6U.X1L.) F.I.E.;205;ESPECIALIDADES BAÑOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;45,92;400000001;1;C:\SALIDA\img\009765.JPG
9770;7514621;SUMA REVOFLOW  MAX P1 3X4,5Kg S&Ne15;179;GAMA SUMA REVOFLOW;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;214,34;400000001;1;
9771;7515512;SUMA REVOFLOW CLEAN P5 3x4,5Kg W1907;179;GAMA SUMA REVOFLOW;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;240,45;400000001;1;
9775;7517319;SUMA MULTI PURPOSE D2.3 (2X1,4);187;OTROS QUIMICOS COCINAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;59,12;400000001;1;
9780;7517556;SUMA BAC D10 (2X1,4);186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;59,5;400000001;1;
9785;7517494;SPRY BTL 0,75 L SMARTDOSE (6PC);280;BOTELLAS Y PULVERIZADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,89;400000001;1;
9790;7514130;SUM DRAIN GTS PLUS 10 L We;170;OTROS QUIMICOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;140,13;400000001;1;
9795;7513139;TASKI JONTEC TENSOL (2UX5L) W668;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;41,84;400000001;1;C:\SALIDA\img\009795.png
9825;100837936;SUMA ACISAN D5.6 W1779 (2Ux5L);183;DESENGRASANTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;58,24;400000001;1;C:\SALIDA\img\009825.JPG
9835;7522726;SUMA CAFE POWDER C2.1 2X0.566 KG W349;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
9920;;RESINA MAQ.PURACLEAN (25L);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
9925;7514904;DIVOSAN TC86 20L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
9973;7514625;SUMA REVOFLOW CLEAR A11 3x4L We;179;GAMA SUMA REVOFLOW;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;145,53;400000001;1;C:\SALIDA\img\009973.JPG
9974;7514626;SUMA REVOFLOW PERFECT A17 3x4L We;179;GAMA SUMA REVOFLOW;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;167,66;400000001;1;C:\SALIDA\img\009974.jpg
9975;7515794;SUMA REVOFLOW POWER T55 3x4,5 S&Ne;179;GAMA SUMA REVOFLOW;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;156,21;400000001;1;
9980;7514072;SUMA CARBON REMOVER K21 10L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;43,12;400000001;1;
9985;100875934;SUMA QUICK FOAM D1.6 (6U);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;25,7;400000001;1;
9990;100876968;SUMA SINK DET EASYPACK D1.8 (200X25ML);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,44;400000001;1;
9995;100876964;SUMA DELIME EASYPACK D5.7 25X25GR;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
9996;100876972;SUMA FLOOR EASYPACK D2.5 170X47,5ML;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;94,34;400000001;1;
9997;100879935;SUMA ALL-IN ONE EASYPACK D2.3 200X20ML;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;71,98;400000001;1;
10005;100887128;SUMA MULT DESINF. D10 (SUMA BAC) (2U.X5L.);186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;65,36;400000001;1;C:\SALIDA\img\010005.JPG
10018;100887636;SUMA CHLORSAN D10-4 (20L.);186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;50,63;400000001;1;
10019;1204470;BOTELLA KIT 2L SUMA D1 REFILL 3PC W (3bot+;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,55;400000001;1;
10020;426430;PRO-TECT X50 PC;191;AUDITORIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;275,97;400000001;1;
10021;100863120;SUMA CHLORSAN HC D10.4  (2X5l);186;DESINFECTANTES COCINA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;28,31;400000001;1;
10023;1204473;BTL KIT 2L SUMA D9 REFILL 3PC SE, GB;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;77,45;400000001;1;
10025;7518583;KIT DETERMINACION PPM CLORO (1 UNIDAD);191;AUDITORIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;7,84;400000001;1;C:\SALIDA\img\010025.JPG
10031;1204471;BTL KIT 2L SUMA D2 REFILL 3PC W (3bot+3dos;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,55;400000001;1;
10032;;GRIFO ESP.AIREACION;286;ACCESORIOS PARA DOSIFICACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;4,69;400000001;1;
10033;1204472;BTL KIT 2L SUMA D4 REFILL 3PC W (3bot+3dos;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,55;400000001;1;
10034;;BM-4 BOMBA MANUAL PARA BIDON 5L-4ML;286;ACCESORIOS PARA DOSIFICACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;6,64;400000001;1;
10035;7520080;SAL DESCALCIFICADORA  SACO  DE 25KG;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;23,79;400000001;1;
10037;1204365;BTL KIT 0.75L. SUMA D2 DIVERMITE (6bot+6pu;220;BOTELLAS DIVERMITE;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;66,67;400000001;1;
10038;1204466;BTL KIT 0.75L. SUMA D4 REFILL 6P (6bot+6pu;220;BOTELLAS DIVERMITE;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;66,67;400000001;1;
10039;1204366;BTL KIT 0.75L. SUMA D10 DIVERMIT (6bot+6pu;220;BOTELLAS DIVERMITE;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;66,67;400000001;1;
10041;7516571;FOAM TRIGGER WHITE 2L 1PC;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,91;400000001;1;
10043;68284;SPRAY-TRIGGERPRO 750ML. WHITTE/WHITTE FOAM (;280;BOTELLAS Y PULVERIZADORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;4,44;400000001;1;
10044;;BM-4 BOMBA MANUAL P.BIDÓN 5L.-30ML. (UNIDA;286;ACCESORIOS PARA DOSIFICACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,62;400000001;1;
10045;1204366;BTL KIT 0,75L.SUMA D10 DIVERMITE 1BOT+1PUL;220;BOTELLAS DIVERMITE;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;11,11;400000001;1;
10048;;TERMOMETRO PENETRACION RAPIDA ACCION;191;AUDITORIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;94,65;400000001;1;C:\SALIDA\img\010048.JPG
10053;;BM-4 BOMBA MANUAL PARA BIDON DE 20L-30ML;286;ACCESORIOS PARA DOSIFICACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,95;400000001;1;
10058;1204365;BTL KIT 0.75L. SUMA D2 DIVERMITE (bot+pulv);220;BOTELLAS DIVERMITE;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;11,11;400000001;1;
10092;7522648;CLAX ALFA 31A1 (950L);227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;3799,78;400000001;1;
10093;6973409;CLAX BUILD 12B1 (900L.);229;COMPONENTES LAVANDERIA;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;4143,62;400000001;1;
10111;6973272;CLAX ALEGRO 1AL1 (20L);229;COMPONENTES LAVANDERIA;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;95;400000001;1;C:\SALIDA\img\010111.JPG
10118;7518142;CLAX 100  COLOR 22B1 20 L W87;229;COMPONENTES LAVANDERIA;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;157,3;400000001;1;C:\SALIDA\img\010118.JPG
10123;6965300;CLAX DIAMOND 3GL1 (20L);226;DETERGENTES LIQUIDOS;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;149,36;400000001;1;C:\SALIDA\img\010123.JPG
10127;7522351;CLAX ACTIV CONC 42C1 (10KG);227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;47,5;400000001;1;C:\SALIDA\img\010127.JPG
10131;6973314;CLAX PEROXY 4DP1 (10KG);227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;95,86;400000001;1;C:\SALIDA\img\010131.JPG
10133;7517240;CLAX SELECTA 3ZP10 (20KG);222;DETERGENTES EN POLVO;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;83,22;400000001;1;
10136;100838012;CLAX NEUTRAPUR 6GL1 (20L);228;NEUTRALIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;57,4;400000001;1;C:\SALIDA\img\010136.JPG
10137;7508419;CLAX REVITA 3ZP4 (20KG);223;DETERGENTES COMPLETOS;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;74,59;400000001;1;
10139;7522390;CLAX SOFT 3-IN-1 53A1 (20L);230;SUAVIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;87,76;400000001;1;C:\SALIDA\img\010139.JPG
10141;7518144;CLAX 100 COLOR 22B1 (2UX5L);229;COMPONENTES LAVANDERIA;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;92,59;400000001;1;
10142;6973441;CLAX 500 12E1 (25KG);225;ESPECIALIDADES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;109,33;400000001;1;C:\SALIDA\img\7010142 Suma Crystal.jpg
10144;7508420;CLAX EXTRA 3ZP5 (20KG);223;DETERGENTES COMPLETOS;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;86,04;400000001;1;C:\SALIDA\img\010144.JPG
10146;6973274;CLAX BUILD 12B1 (20L.);229;COMPONENTES LAVANDERIA;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;109,03;400000001;1;C:\SALIDA\img\010146.JPG
10147;7521350;CLAX ALPHA 31A1  (20L.);229;COMPONENTES LAVANDERIA;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;91,34;400000001;1;C:\SALIDA\img\010147.JPG
10148;100834346;CLAX HYPO 42A1 (20L.);227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;47,56;400000001;1;C:\SALIDA\img\010148.JPG
10149;7508423;CLAX EXPEL 3ZP8 (20KG);222;DETERGENTES EN POLVO;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;113,52;400000001;1;
10152;7510948;CLAX PERSONRIL 43A1 (20L.);227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;131,07;400000001;1;C:\SALIDA\img\010152.JPG
10154;100855919;CLAX 200 COLOR 24B1 (2X5L);;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;118,45;400000001;1;
10156;100855920;CLAX 200 COLOR 24B1 (20L);;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;237,18;400000001;1;C:\SALIDA\img\010156.JPG
10158;7509567;CLAX ELEGANT 3CL2 (2X5L);226;DETERGENTES LIQUIDOS;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;75,5;400000001;1;C:\SALIDA\img\010158.JPG
10159;6973291;CLAX MILD 3RL1(20L);226;DETERGENTES LIQUIDOS;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;168,11;400000001;1;C:\SALIDA\img\010159.JPG
10162;;CLAX 6FL1 (DIVERCID 6F) (2X5L);228;NEUTRALIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;71,64;400000001;1;C:\SALIDA\img\010162.JPG
10164;100837937;CLAX MILD COLOR 33D1 (20L.);226;DETERGENTES LIQUIDOS;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;179,59;400000001;1;
10165;7522273;CLAX SOFT FRESH 5OA1 (2X5L);230;SUAVIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;19,38;400000001;1;
10171;100834348;CLAX HYPO 42A1 (950L.);227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;1989,07;400000001;1;
10173;7522282;CLAX SOFT FRESH CONC 50B1 20L;230;SUAVIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;69,38;400000001;1;C:\SALIDA\img\010173.JPG
10176;7522275;CLAX SOFT FRESH 50A1 (20 L);230;SUAVIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;39,52;400000001;1;C:\SALIDA\img\010176.JPG
10179;7522281;CLAX SOFT FRESH 50A1 (950L.)  W1605;230;SUAVIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;1519,29;400000001;1;
10182;6973275;CLAX SIGMA 1CL1 (20L);;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;113,04;400000001;1;C:\SALIDA\img\010182.JPG
10183;;CLAX SINOX 7XP1 (1x14KG);227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;121,53;400000001;1;
10184;6973281;CLAX PROFI 36A1 20L;223;DETERGENTES COMPLETOS;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;137,32;400000001;1;C:\SALIDA\img\010184.JPG
10186;7508401;CLAX PASTA 2BF1 (10L) S&MWE;225;ESPECIALIDADES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;54,81;400000001;1;C:\SALIDA\img\010186.JPG
10199;7521369;CLAX BUILD FORTE 12C1 20L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;109,03;400000001;1;
10205;7514537;CLAX REVOFLOW PRO 35X1 (3X4K);231;SISTEMA REVOFLOW;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;148,61;400000001;1;
