cod_art;cod_artp;des_art;cod_cat;cat;familia;des_fam;nombre;precio_v;cod_pro;ACTIVO;ruta_img
10211;7517008;CLAX SONRIL CONC 4EL2 20L;227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;72,9;400000001;1;
10213;6973381;CLAX PERSONRIL 43AA1 200L;227;BLANQUEANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;1266,3;400000001;1;
10214;7517420;CLAX STAIN REMOVER 7PL1 4X0,5L W114;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;122,72;400000001;1;
10216;7522441;CLAX RUST 61A1 2X5L;;;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;64,84;400000001;1;
10226;100867265;CLAX DEOSOFT EASY2IRON CONC 57B1 2UX5L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;41,56;400000001;1;
10227;100867264;CLAX DEOSOFT EASY2IRON CONC 57B1 20L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;83,1;400000001;1;
10265;7514540;CLAX REVOFLOW ALC 10X1 (3X4K);231;SISTEMA REVOFLOW;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;119,73;400000001;1;
10285;7517647;CLAX REVOFLOW ENZI  20X1 (3X4L.);231;SISTEMA REVOFLOW;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;181,51;400000001;1;
10301;7522088;CLAX NTR 62B1 (20L);228;NEUTRALIZANTES;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;83,17;400000001;1;
10305;7514544;CLAX REVOFLOW CLOR  4XP1 (3X4K);231;SISTEMA REVOFLOW;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;192,5;400000001;1;
10306;7514543;CLAX REVOFLOW OXI  43X2  3x4KG;231;SISTEMA REVOFLOW;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;134,79;400000001;1;
10307;7514543;CLAX REVOFLOW OXI  43X2  4KG;231;SISTEMA REVOFLOW;2;JOHNSON - LAVANDERIA;DIVERSEY ESPAÑA, S.L.;44,93;400000001;1;
10410;7517816;JONCLEAN EXCELL (ENV 20L.);247;DETERGENTES ALCALINOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;73,55;400000001;1;
10610;100856086;JONCLEAN 800 (20L.);247;DETERGENTES ALCALINOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;64,46;400000001;1;
10910;7516694;JONCLEAN 900 (ENVASE 20L);247;DETERGENTES ALCALINOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;91,4;400000001;1;
11110;7517693;JONCLEAN 600 (20L);247;DETERGENTES ALCALINOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;41,37;400000001;1;
11210;7517695;JONCLEAN 600 (950L);247;DETERGENTES ALCALINOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;1677;400000001;1;
11805;;JONCLEAN 300 (20L);248;DETERGENTES ACIDOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;61,57;400000001;1;
11905;7517400;JONCLEAN 13 (20L.);248;DETERGENTES ACIDOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;47,92;400000001;1;
12060;7517710;JONCLEAN BOXES L (ENV 20L.);247;DETERGENTES ALCALINOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;57,27;400000001;1;
12310;;JONCLEAN SELMATIC (20L);249;CHAMPUES;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;44,33;400000001;1;
12405;;JONCLEAN SELKAR (20L.);249;CHAMPUES;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;48,42;400000001;1;
12510;;JONCLEAN SUPERACTIVADO (ENV 20L.);249;CHAMPUES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;87,63;400000001;1;
12650;100857903;JONCLEAN WAX (20L);196;CERAS Y EMULSIONES;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;77,54;400000001;1;
12910;7518833;JONCLEAN POLISH 2 BOMBONA 20L.;250;CERAS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;103,9;400000001;1;
14005;;JONCLEAN 20 (20L.);251;DESPARAFINANTES;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;55,78;400000001;1;
14210;100860016;JONCLEAN 24 (ENV 20L.);251;DESPARAFINANTES;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;75,19;400000001;1;
14405;7516917;JONCLEAN 22 (20L);247;DETERGENTES ALCALINOS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;81,44;400000001;1;
14705;;JONCLEAN DESGRASEL (20L.);252;DESENGRASANTE MOTORES;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;80,42;400000001;1;
15120;;JONCLEAN FLASH (BOMBONA 20L.);253;OTROS QUIMICOS INDUSTRIA;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;171,89;400000001;1;
15850;7517709;JONCLEAN 707 (20L);246;METAL E INDUSTRIA;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;69,96;400000001;1;
16010;;JONCLEAN 18 (ENV 20L.);246;METAL E INDUSTRIA;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;154,99;400000001;1;
16350;;JONCLEAN 420 (20L);246;METAL E INDUSTRIA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
17720;7512200;DI JONTEC 300 J-FLEX 1x1,5L;201;OTROS QUIMICOS SUELOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;35,59;400000001;1;C:\SALIDA\img\017720.JPG
18200;387410;ROCIADORA HIDRAULICA J 150;284;ROCIADORAS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;2259,64;400000001;1;
18260;;BOMBA DOSIFICADORA MANUAL HPP1 10-30ML HAND PUSH P;286;ACCESORIOS PARA DOSIFICACION;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;48,6;400000001;1;
18400;;DOSIFICADOR JONCLEAN 1'5 KG;147;EQUIPOS DE DOSIFICACION;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;17,65;400000001;1;
19600;;ROCIADORA MANUAL;284;ROCIADORAS;7;JOHNSON - JONCLEAN;DIVERSEY ESPAÑA, S.L.;63,18;400000001;1;
19902;7514239;JD DELLADET SV2 (20L);344;OTROS QUIMICOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;67,36;400000001;1;
20029;7517117;TASKI JM HYG. MICROMOP RED 40CM 5PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
20031;7518127;TASKI STANDAR DAMP MOP 40 20 PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;115,31;400000001;1;
20033;7518131;7518131 TASKI STANDARD DAMP MOP HD 40 20 PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;153,6;400000001;1;
20034;7518123;TASKI STANDARD DRY MOP 40 20 PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;151,16;400000001;1;
20035;7518124;TASKI SATANDARD DRY MOP 60 20 PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;190,91;400000001;1;
20036;7517114;TASKI JM HYG. ALLROUND MOP 40CM 5PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;90,2;400000001;1;
20037;7515399;TASKI JM PRO ALLROUND MOP 40CM 5PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;83,82;400000001;1;
20038;7518131;7518131 TASKI STANDARD DAMP MOP HD 40 1PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;7,68;400000001;1;
20039;7518939;TASKI JM ULTRA INTERIOR MOP 5PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
20041;7517364;TASKI PARA CUBETA BAYETAS AMARILLA 1PC;301;CUBETAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,67;400000001;1;
20047;7517287;TASKI LAUNDRY BAG SMALL 1PC WE;307;ACCESORIOS Y REPUESTOS CARROS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;21,1;400000001;1;
20048;7517286;TASKI LAUNDRY BAG LARGE 1PC WE;307;ACCESORIOS Y REPUESTOS CARROS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;25,53;400000001;1;
20049;7517282;7517282 TASKI MOP FRAME HOLDER 1PC WE;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;33,78;400000001;1;
20101;7514574;TASKI MICROEASY ROJA (5UNID.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,62;400000001;1;
20102;7514575;TASKI MICROEASY AZUL (5UNID.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,62;400000001;1;
20103;7514576;TASKI MICROEASY AMARILLA (5UNID.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,62;400000001;1;
20105;7514577;TASKI MICROEASY VERDE (5UNID.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,62;400000001;1;
20106;7505830;MICROQUICK ROJA (5 UNID.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,91;400000001;1;
20107;7505840;TASKI MICROQUICK AZUL (5 UNID.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,91;400000001;1;
20113;7505850;TASKI MICROQUICK AMARILLA (5U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,91;400000001;1;
20114;7505860;TASKI MICROQUICK VERDE (5U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;12,91;400000001;1;
20117;244292;TASKI MICROLIGHT BLUE 25 PC  WE;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;33,69;400000001;1;
20118;244292;TASKI MICROLIGHT BLUE WE (U);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1,3476;400000001;1;
20119;7505840;TASKI MICROQUICK AZUL (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,582;400000001;1;
20121;244291;TASKI MICROLIGHT ROJA (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1,3476;400000001;1;
20122;7505830;MICROQUICK ROJA (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,582;400000001;1;
20123;7514574;TASKY MICROEASY MICROFIBRA ROJA (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1,724;400000001;1;
20125;244291;TASKI MICROLIGHT ROJA 25U;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;33,69;400000001;1;
20126;244293;244293 TASKI MICROLIGHT AMARILLA 25U;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;33,69;400000001;1;
20129;7517514;7517514 TASKI MICROSTANDARD AMARILLA 20U;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;40,36;400000001;1;
20131;7517512;TASKI MICROSTANDARD AZUL 20U;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;40,36;400000001;1;
20133;7505860;TASKI MICROQUICK VERDE (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,582;400000001;1;
20134;7514575;BAYETA MICROEASY MICROFIBRA 100 LAV.AZUL;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1,724;400000001;1;
20135;7505850;TASKI MICROQUICK AMARILLA (1U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,582;400000001;1;
20137;7514576;TASKI MICROEASY AMARILLA (1UNID.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1,724;400000001;1;
20138;7517512;TASKI MICROSTANDARD AZUL 1U;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,018;400000001;1;
20139;244293;BAYETA TASKI MICROLIGHT AMARILLA;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1,3476;400000001;1;
20141;7517511;TASKI MICROSTANDARD ROJA 1U;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,018;400000001;1;
20145;7517514;TASKI MICROSTANDARD AMARILLA (U);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
20236;7517441;SUMA LAVETTE AMARILLO (25U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,44;400000001;1;
20240;7517439;SUMA LAVETTE AZUL (25U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,44;400000001;1;
20244;7517438;7517438 SUMA LAVETTE ROJO (25U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,44;400000001;1;
20248;7517440;7517440 SUMA LAVETTE VERDE (25U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,44;400000001;1;
20255;7517116;TASKI MICROEASY HYG.ALLROUND MOP 5PC;270;MOPAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;85,45;400000001;1;
20260;7511081;7511081 TASKI ALLEGRO AMARILLA (25U.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,36;400000001;1;
20300;7500010;MANGO PLASTICO;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;10,27;400000001;1;
20305;7516106;TASKI MICROEASY MOP FRAME 1PC;269;BASTIDORES Y SOPORTES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;38,02;400000001;1;
20308;7517291;PRENSA TASKI DOBLE CUBO;307;ACCESORIOS Y REPUESTOS CARROS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;89,31;400000001;1;
20322;7516110;TASKI MICROEASY TELESC.HANDLE BLUE 1PC;319;PALOS TELESCOPICOS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;10,78;400000001;1;
20325;7511242;MOPA 300 GRS.  5U.;270;MOPAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;35,04;400000001;1;
20341;7514577;BAY.MICROFIBRA MICROEASY 100 LAV.VERDE (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;1,724;400000001;1;
20348;7505060;TASKI LAMELLO 60CMS (PARA BARRIDO HUMEDO);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;60,04;400000001;1;
20352;7502370;TASKI FLORTEX 60CMS (10U);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;96,42;400000001;1;C:\SALIDA\img\020352.JPG
20353;7502370;TASKI FLORTEX 60CMS (U);274;GASAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;9,642;400000001;1;
20356;7511298;TASKI FLORZIP 60CMS (150U);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,8;400000001;1;
20571;7516154;TASKI JM ULTRA CLOTH YELLOW 1PC;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,668;400000001;1;
20572;416090;JM PROCLOTH VERDE (20U.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,69;400000001;1;
20574;7516153;TASKI JM ULTRA CLOTH GREEN 20PC;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;73,36;400000001;1;
20575;7516153;TASKI JM ULTRA CLOTH GREEN 1PC;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,668;400000001;1;
20576;7516151;TASKI JM ULTRA CLOTH AZUL 20PC;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;73,36;400000001;1;
20577;7516151;TASKI JM ULTRA CLOTH AZUL (U);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,668;400000001;1;
20578;7516154;TASKI JM ULTRA CLOTH YELLOW 20PC;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;73,36;400000001;1;
20584;416100;JM PROCLOTH AMARILLA (20U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,69;400000001;1;
20585;416100;JD JM PROCLOTH AMARILLA (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,19;400000001;1;
20586;416090;JD JM PROCLOTH VERDE (U);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;0;400000001;1;
20587;7514630;JD JM ULTRA VELCRO 60 CM (SET);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,608;400000001;1;
20588;7516152;TASKI JM ULTRA CLOTH ROJA 20U;288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;73,36;400000001;1;
20589;7516152;TASKI JM ULTRA CLOTH  ROJA (UNIDAD);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;3,668;400000001;1;
20591;7515023;JD JM PROWINDOW CLOTH (UNIDAD);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;5,524;400000001;1;
20592;7515023;JD JM PROWINDOW CLOTH (5U.);288;BAYETAS UNITARIAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;27,62;400000001;1;
20594;7514597;CABEZAL 40CMS. 2 UNIDADES;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;29,71;400000001;1;
20595;7514595;CABEZAL 60 CMS. 2 UNIDADES;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;35,6;400000001;1;
20598;7514631;JD JM ULTRA VELCRO SET 40CM (5 SETS);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;36,38;400000001;1;
20599;7514630;JD JM ULTRA VELCRO SET 60CM (5 SETS);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;43,04;400000001;1;
20601;7514597;CABEZAL ULTRA  40 CM (UNIDAD);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;14,855;400000001;1;
20602;7514595;JD CABEZAL ULTRA 60 CMS (UNIDAD);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;17,8;400000001;1;
20607;421880;MOPA PRO DAMP BARRIDO HUMEDO AZUL HD 40CMS (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,033;400000001;1;
20610;416420;MOPA BARRIDO HUMEDO AZUL 60CMS. (10U.);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;158,56;400000001;1;
20612;416400;MOPA BARRIDO SECO VERDE 40CMS (10U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;133,71;400000001;1;
20614;421880;MOPA PRO DAMP BARRIDO HUMEDO AZUL HD 40CMS (10U;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;150,33;400000001;1;
20615;421860;TASKI JM PRO HD DRY MOP 10U;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;184,65;400000001;1;
20617;7514590;MANGO ULTRA FLEX 110-170 CMS. 2U.;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;64,91;400000001;1;
20618;7514586;MANGO ULTRA 90 -170 CM. 2U.;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;35,6;400000001;1;
20619;7514588;MANGO ULTRA 60-105CMS. 2U.;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;22,67;400000001;1;
20621;7514592;MANGO ULTRA FUNDA INTERIORES  2 UNID.;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;36,98;400000001;1;
20622;424480;MANGO FUNDA INTERIORES (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;19,85;400000001;1;
20624;424490;FUNDA MICROFIBRA INTERIORES (5U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;106,84;400000001;1;
20625;424490;FUNDA MICROFIBRA INTERIORES (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;10,68;400000001;1;
20626;7515043;JD JM CUBETA PLAS.MOPA GDE 40ó60CM;318;CUBETAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;50,01;400000001;1;
20627;7514449;JD JM JARRA DOSIFICACION (UNI);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;20,44;400000001;1;
20631;7514592;MANGO ULTRA FUNDA INTERIORES (UNIDAD);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;18,49;400000001;1;
20632;7517252;CUBETA PLASTICO MOPA 40CMS (1U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;41,38;400000001;1;
20633;7514588;MANGO ULTRA 60-105 CM  (UNIDAD);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;11,335;400000001;1;
20634;416420;MOPA BARRIDO HUMEDO AZUL 60 CMS (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;15,856;400000001;1;
20636;425770;JONMASTER CARRO MINI;306;CARROS Y EQUIPOS DE LIMPIEZA;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;719,95;400000001;1;
20638;7517356;MINI TROLLEY JONMASTER;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;584,86;400000001;1;
20645;425870;JM CUBETA PARA BAYETAS;301;CUBETAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;18,47;400000001;1;
20646;7511861;JD JM TAPA PARA CUBETA DE BAYETAS;307;ACCESORIOS Y REPUESTOS CARROS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;47,84;400000001;1;
20659;421860;TASKI JM PRO HD DRY MOP UNIDAD;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;18,465;400000001;1;
20661;7522480;RECOGEDOR VERTIDOS 1PC;276;RECOGEDORES;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;70,72;400000001;1;
20662;416400;MOPA BARRIDO SECO 40 CM VERDE (UNIDAD);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;13,37;400000001;1;
20665;7514586;MANGO ULTRA 90-170 CM UNIDAD;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;17,8;400000001;1;
20670;7517115;7517115 JD JM HYGIENE ALLROUND MOP 60CM 5U;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;97,33;400000001;1;
20673;7514631;JD JM ULTRA VELCRO SET 40CM (U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;7,276;400000001;1;
20675;7518447;TASKI JM Ultra Damp Mop Blue 40cm (10U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;128,09;400000001;1;
20677;7518448;TASKI JM Ultra Damp Blue 60cm (10U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;163,33;400000001;1;
20678;7518443;TASKI JM Ultra Dry Mop 40cm (10U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;215,64;400000001;1;
20679;7518444;TASKI JM Ultra Dry Mop 60cm (10U);291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;199,4;400000001;1;
20681;7517354;TASKI MINI OPEN PARA JONMASTER 1PC;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;500,97;400000001;1;
20683;7517251;TASKI CUBETA MOPAS 60 1PC R.7517251;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;16,52;400000001;1;
20685;7517252;TASKI CUBETA MOPAS 40 1PC R.7517252;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;13,36;400000001;1;
20687;7517254;TASKI PARA CUBETA MOPAS 60CM 1PC;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;11,33;400000001;1;
20689;7517255;TASKI TAPA PARA CUBETA MOPAS 40 1PC;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;10,47;400000001;1;
20690;7517242;TASKI CUBETA BAYETAS 7L CON ASA 1PC;301;CUBETAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,71;400000001;1;
20691;7517243;TASKI PARA CUBETA BAYETAS AZUL 1PC R.75172;301;CUBETAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,67;400000001;1;
20693;7517362;TASKI PARA CUBETA BAYETAS ROJA 1PC R.75173;318;CUBETAS;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;8,67;400000001;1;
20695;7518939;7518939 TASKI JM ULTRA INTERIOR MOP (10U);;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;60,16;400000001;1;
20701;7520070;TASKI NANO TROLLEY JM CLEANING 1PC W1;291;SISTEMA JONMASTER;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;557,85;400000001;1;
20714;7518103;TASKI ACCESORY HOOKS LARGE 2PC;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;19,58;400000001;1;
20715;7517311;TASKI STANDARD RUBBER 2PC;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;2,89;400000001;1;
20718;7517427;7517427 TASKI TOOLFLEX CLAMP TUBE CONNECT 1PC W1;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;9,36;400000001;1;
20736;7508500;MIMOSIN PROF (ORIGINAL) 10L;;;1;DIVERSERY;DIVERSEY ESPAÑA, S.L.;20,89;400000001;1;C:\SALIDA\img\020736.tif
